product,animal,time_of_day,storage,days_since,density,fat,snf,size,condition,type,purity,moisture,name,ripeness,color,quantity,freshness,grade
eggs,,,room,1,0.0,0.0,0.0,medium,dirty,,,,,,,93.0,,C
honey,,,room,12,0.0,0.0,0.0,,,dark,80,20,,,,98.8,,C
honey,,,room,217,0.0,0.0,0.0,,,dark,80,20,,,,78.3,,C
honey,,,refrigerated,4,0.0,0.0,0.0,,,light,85,17,,,,99.6,,C
eggs,,,refrigerated,1,0.0,0.0,0.0,small,dirty,,,,,,,93.0,,C
milk,goat,morning,room,4,1.032,4.5,8.0,,,,,,,,,40.0,,C
eggs,,,room,5,0.0,0.0,0.0,small,clean,,,,,,,65.0,,C
eggs,,,room,4,0.0,0.0,0.0,small,clean,,,,,,,72.0,,C
fruits,,,room,3,0.0,0.0,0.0,medium,,,,,strawberry,medium,green,23.0,70.0,B
milk,buffalo,morning,room,4,1.04,6.5,9.0,,,,,,,,,40.0,,C
milk,goat,morning,room,7,1.032,4.5,8.0,,,,,,,,,0.0,,C
eggs,,,room,3,0.0,0.0,0.0,large,clean,,,,,,,79.0,,C
honey,,,room,165,0.0,0.0,0.0,,,light,85,17,,,,83.5,,C
milk,buffalo,evening,refrigerated,2,1.04,6.5,9.0,,,,,,,,,70.0,,C
honey,,,refrigerated,286,0.0,0.0,0.0,,,dark,80,20,,,,71.4,,C
eggs,,,room,5,0.0,0.0,0.0,medium,clean,,,,,,,65.0,,C
eggs,,,room,3,0.0,0.0,0.0,small,clean,,,,,,,79.0,,C
honey,,,refrigerated,110,0.0,0.0,0.0,,,light,85,17,,,,89.0,,C
honey,,,refrigerated,129,0.0,0.0,0.0,,,light,85,17,,,,87.1,,C
vegetables,,,refrigerated,0,0.0,0.0,0.0,large,,,,,cucumber,hard,green,37.0,100.0,A
fruits,,,room,7,0.0,0.0,0.0,large,,,,,pineapple,soft,yellow,10.0,30.0,C
honey,,,refrigerated,243,0.0,0.0,0.0,,,light,85,17,,,,75.7,,C
vegetables,,,room,1,0.0,0.0,0.0,large,,,,,onion,hard,yellow,35.0,90.0,A
fruits,,,room,0,0.0,0.0,0.0,small,,,,,grapes,medium,red,9.0,100.0,A
milk,buffalo,evening,refrigerated,3,1.04,6.5,9.0,,,,,,,,,55.0,,C
eggs,,,room,10,0.0,0.0,0.0,large,clean,,,,,,,30.0,,C
honey,,,room,146,0.0,0.0,0.0,,,dark,80,20,,,,85.4,,C
eggs,,,room,6,0.0,0.0,0.0,small,clean,,,,,,,58.0,,C
fruits,,,refrigerated,0,0.0,0.0,0.0,small,,,,,banana,hard,green,49.0,100.0,A
honey,,,room,281,0.0,0.0,0.0,,,light,85,17,,,,71.9,,C
honey,,,room,49,0.0,0.0,0.0,,,light,85,17,,,,95.1,,C
eggs,,,room,2,0.0,0.0,0.0,medium,clean,,,,,,,86.0,,C
vegetables,,,room,7,0.0,0.0,0.0,large,,,,,potato,soft,green,50.0,30.0,C
vegetables,,,refrigerated,4,0.0,0.0,0.0,small,,,,,carrot,hard,red,10.0,60.0,B
vegetables,,,room,6,0.0,0.0,0.0,small,,,,,carrot,soft,yellow,34.0,40.0,C
fruits,,,refrigerated,0,0.0,0.0,0.0,large,,,,,blueberry,soft,red,18.0,100.0,A
eggs,,,refrigerated,0,0.0,0.0,0.0,small,dirty,,,,,,,100.0,,C
honey,,,refrigerated,43,0.0,0.0,0.0,,,dark,80,20,,,,95.7,,C
milk,cow,morning,room,6,1.03,3.5,8.5,,,,,,,,,10.0,,C
fruits,,,room,3,0.0,0.0,0.0,large,,,,,apple,hard,green,37.0,70.0,B
eggs,,,room,8,0.0,0.0,0.0,small,dirty,,,,,,,44.0,,C
honey,,,room,256,0.0,0.0,0.0,,,light,85,17,,,,74.4,,C
fruits,,,room,4,0.0,0.0,0.0,large,,,,,pineapple,hard,red,45.0,60.0,B
vegetables,,,refrigerated,7,0.0,0.0,0.0,large,,,,,lettuce,hard,green,26.0,30.0,C
honey,,,refrigerated,187,0.0,0.0,0.0,,,light,85,17,,,,81.3,,C
honey,,,refrigerated,136,0.0,0.0,0.0,,,light,85,17,,,,86.4,,C
honey,,,room,80,0.0,0.0,0.0,,,light,85,17,,,,92.0,,C
milk,cow,morning,refrigerated,4,1.03,3.5,8.5,,,,,,,,,40.0,,C
honey,,,room,299,0.0,0.0,0.0,,,light,85,17,,,,70.1,,C
fruits,,,refrigerated,5,0.0,0.0,0.0,large,,,,,apple,medium,yellow,7.0,50.0,B
eggs,,,room,13,0.0,0.0,0.0,small,clean,,,,,,,9.0,,C
milk,buffalo,evening,refrigerated,4,1.04,6.5,9.0,,,,,,,,,40.0,,C
vegetables,,,room,5,0.0,0.0,0.0,medium,,,,,beetroot,hard,yellow,22.0,50.0,B
fruits,,,room,5,0.0,0.0,0.0,small,,,,,orange,hard,red,38.0,50.0,B
honey,,,refrigerated,183,0.0,0.0,0.0,,,light,85,17,,,,81.7,,C
eggs,,,refrigerated,10,0.0,0.0,0.0,large,dirty,,,,,,,30.0,,C
honey,,,room,30,0.0,0.0,0.0,,,dark,80,20,,,,97.0,,C
vegetables,,,room,7,0.0,0.0,0.0,medium,,,,,cabbage,hard,red,40.0,30.0,C
milk,goat,evening,room,3,1.032,4.5,8.0,,,,,,,,,55.0,,C
vegetables,,,room,5,0.0,0.0,0.0,medium,,,,,onion,soft,red,48.0,50.0,B
vegetables,,,room,7,0.0,0.0,0.0,small,,,,,broccoli,medium,red,44.0,30.0,C
milk,goat,evening,refrigerated,6,1.032,4.5,8.0,,,,,,,,,10.0,,C
fruits,,,room,7,0.0,0.0,0.0,small,,,,,kiwi,medium,red,7.0,30.0,C
vegetables,,,refrigerated,7,0.0,0.0,0.0,small,,,,,carrot,soft,red,21.0,30.0,C
vegetables,,,room,4,0.0,0.0,0.0,large,,,,,zucchini,medium,green,4.0,60.0,B
eggs,,,room,14,0.0,0.0,0.0,small,dirty,,,,,,,2.0,,C
vegetables,,,refrigerated,5,0.0,0.0,0.0,small,,,,,cucumber,soft,yellow,15.0,50.0,B
vegetables,,,refrigerated,7,0.0,0.0,0.0,medium,,,,,beetroot,hard,red,50.0,30.0,C
milk,goat,morning,refrigerated,6,1.032,4.5,8.0,,,,,,,,,10.0,,C
milk,cow,morning,refrigerated,2,1.03,3.5,8.5,,,,,,,,,70.0,,C
fruits,,,room,1,0.0,0.0,0.0,small,,,,,watermelon,hard,green,16.0,90.0,A
vegetables,,,refrigerated,1,0.0,0.0,0.0,small,,,,,cauliflower,soft,yellow,43.0,90.0,A
milk,buffalo,evening,room,7,1.04,6.5,9.0,,,,,,,,,0.0,,C
fruits,,,room,6,0.0,0.0,0.0,small,,,,,pineapple,medium,green,28.0,40.0,C
eggs,,,room,1,0.0,0.0,0.0,small,clean,,,,,,,93.0,,C
vegetables,,,refrigerated,1,0.0,0.0,0.0,small,,,,,chilli,hard,red,30.0,90.0,A
eggs,,,room,4,0.0,0.0,0.0,large,dirty,,,,,,,72.0,,C
vegetables,,,refrigerated,3,0.0,0.0,0.0,large,,,,,chilli,soft,yellow,24.0,70.0,B
milk,buffalo,evening,refrigerated,7,1.04,6.5,9.0,,,,,,,,,0.0,,C
milk,goat,morning,room,0,1.032,4.5,8.0,,,,,,,,,100.0,,C
milk,buffalo,morning,room,0,1.04,6.5,9.0,,,,,,,,,100.0,,C
honey,,,refrigerated,54,0.0,0.0,0.0,,,light,85,17,,,,94.6,,C
vegetables,,,refrigerated,6,0.0,0.0,0.0,large,,,,,potato,soft,yellow,14.0,40.0,C
milk,goat,evening,refrigerated,3,1.032,4.5,8.0,,,,,,,,,55.0,,C
fruits,,,refrigerated,2,0.0,0.0,0.0,medium,,,,,papaya,hard,yellow,33.0,80.0,A
milk,goat,evening,refrigerated,1,1.032,4.5,8.0,,,,,,,,,85.0,,C
honey,,,room,285,0.0,0.0,0.0,,,light,85,17,,,,71.5,,C
milk,buffalo,morning,refrigerated,6,1.04,6.5,9.0,,,,,,,,,10.0,,C
honey,,,room,291,0.0,0.0,0.0,,,dark,80,20,,,,70.9,,C
milk,cow,evening,room,7,1.03,3.5,8.5,,,,,,,,,0.0,,C
honey,,,refrigerated,148,0.0,0.0,0.0,,,dark,80,20,,,,85.2,,C
milk,cow,evening,room,0,1.03,3.5,8.5,,,,,,,,,100.0,,C
milk,buffalo,morning,room,4,1.04,6.5,9.0,,,,,,,,,40.0,,C
honey,,,room,108,0.0,0.0,0.0,,,light,85,17,,,,89.2,,C
honey,,,room,212,0.0,0.0,0.0,,,light,85,17,,,,78.8,,C
fruits,,,room,2,0.0,0.0,0.0,large,,,,,banana,soft,red,44.0,80.0,A
fruits,,,refrigerated,6,0.0,0.0,0.0,large,,,,,kiwi,soft,red,39.0,40.0,C
eggs,,,room,8,0.0,0.0,0.0,small,clean,,,,,,,44.0,,C
honey,,,room,285,0.0,0.0,0.0,,,light,85,17,,,,71.5,,C
honey,,,refrigerated,344,0.0,0.0,0.0,,,dark,80,20,,,,65.6,,C
vegetables,,,refrigerated,7,0.0,0.0,0.0,small,,,,,tomato,soft,green,35.0,30.0,C
honey,,,room,329,0.0,0.0,0.0,,,light,85,17,,,,67.1,,C
fruits,,,room,7,0.0,0.0,0.0,medium,,,,,guava,hard,red,37.0,30.0,C
milk,buffalo,morning,room,4,1.04,6.5,9.0,,,,,,,,,40.0,,C
vegetables,,,refrigerated,0,0.0,0.0,0.0,large,,,,,tomato,hard,yellow,24.0,100.0,A
honey,,,refrigerated,341,0.0,0.0,0.0,,,light,85,17,,,,65.9,,C
honey,,,room,306,0.0,0.0,0.0,,,light,85,17,,,,69.4,,C
fruits,,,refrigerated,3,0.0,0.0,0.0,medium,,,,,kiwi,medium,green,45.0,70.0,B
fruits,,,refrigerated,3,0.0,0.0,0.0,small,,,,,strawberry,hard,yellow,47.0,70.0,B
milk,buffalo,evening,room,5,1.04,6.5,9.0,,,,,,,,,25.0,,C
fruits,,,refrigerated,1,0.0,0.0,0.0,small,,,,,pineapple,medium,red,17.0,90.0,A
fruits,,,refrigerated,4,0.0,0.0,0.0,small,,,,,mango,soft,green,43.0,60.0,B
eggs,,,refrigerated,9,0.0,0.0,0.0,medium,clean,,,,,,,37.0,,C
fruits,,,refrigerated,1,0.0,0.0,0.0,medium,,,,,kiwi,medium,red,21.0,90.0,A
eggs,,,room,7,0.0,0.0,0.0,small,dirty,,,,,,,51.0,,C
fruits,,,room,4,0.0,0.0,0.0,medium,,,,,strawberry,medium,yellow,36.0,60.0,B
vegetables,,,refrigerated,3,0.0,0.0,0.0,small,,,,,radish,medium,green,28.0,70.0,B
honey,,,refrigerated,298,0.0,0.0,0.0,,,dark,80,20,,,,70.2,,C
eggs,,,refrigerated,7,0.0,0.0,0.0,large,dirty,,,,,,,51.0,,C
fruits,,,refrigerated,7,0.0,0.0,0.0,small,,,,,apple,hard,green,7.0,30.0,C
milk,buffalo,morning,refrigerated,1,1.04,6.5,9.0,,,,,,,,,85.0,,C
vegetables,,,refrigerated,4,0.0,0.0,0.0,large,,,,,cabbage,soft,yellow,35.0,60.0,B
milk,goat,evening,room,1,1.032,4.5,8.0,,,,,,,,,85.0,,C
eggs,,,room,11,0.0,0.0,0.0,large,clean,,,,,,,23.0,,C
fruits,,,room,5,0.0,0.0,0.0,small,,,,,banana,medium,yellow,34.0,50.0,B
eggs,,,room,0,0.0,0.0,0.0,small,clean,,,,,,,100.0,,C
fruits,,,room,7,0.0,0.0,0.0,medium,,,,,kiwi,medium,yellow,15.0,30.0,C
honey,,,room,208,0.0,0.0,0.0,,,dark,80,20,,,,79.2,,C
honey,,,room,317,0.0,0.0,0.0,,,dark,80,20,,,,68.3,,C
honey,,,refrigerated,139,0.0,0.0,0.0,,,dark,80,20,,,,86.1,,C
fruits,,,refrigerated,3,0.0,0.0,0.0,medium,,,,,papaya,hard,green,15.0,70.0,B
milk,buffalo,evening,room,1,1.04,6.5,9.0,,,,,,,,,85.0,,C
milk,goat,morning,room,5,1.032,4.5,8.0,,,,,,,,,25.0,,C
vegetables,,,refrigerated,7,0.0,0.0,0.0,small,,,,,radish,medium,red,49.0,30.0,C
honey,,,refrigerated,175,0.0,0.0,0.0,,,dark,80,20,,,,82.5,,C
vegetables,,,refrigerated,7,0.0,0.0,0.0,small,,,,,chilli,hard,green,35.0,30.0,C
fruits,,,room,3,0.0,0.0,0.0,large,,,,,grapes,hard,green,41.0,70.0,B
milk,buffalo,evening,refrigerated,6,1.04,6.5,9.0,,,,,,,,,10.0,,C
vegetables,,,refrigerated,5,0.0,0.0,0.0,medium,,,,,zucchini,hard,green,20.0,50.0,B
honey,,,room,198,0.0,0.0,0.0,,,light,85,17,,,,80.2,,C
honey,,,refrigerated,133,0.0,0.0,0.0,,,light,85,17,,,,86.7,,C
honey,,,room,293,0.0,0.0,0.0,,,dark,80,20,,,,70.7,,C
eggs,,,room,4,0.0,0.0,0.0,small,dirty,,,,,,,72.0,,C
fruits,,,refrigerated,3,0.0,0.0,0.0,large,,,,,pear,soft,green,16.0,70.0,B
vegetables,,,room,0,0.0,0.0,0.0,small,,,,,onion,soft,yellow,5.0,100.0,A
eggs,,,room,2,0.0,0.0,0.0,medium,dirty,,,,,,,86.0,,C
eggs,,,refrigerated,11,0.0,0.0,0.0,large,dirty,,,,,,,23.0,,C
milk,buffalo,evening,refrigerated,0,1.04,6.5,9.0,,,,,,,,,100.0,,C
eggs,,,refrigerated,5,0.0,0.0,0.0,small,clean,,,,,,,65.0,,C
milk,buffalo,evening,room,6,1.04,6.5,9.0,,,,,,,,,10.0,,C
honey,,,room,119,0.0,0.0,0.0,,,light,85,17,,,,88.1,,C
vegetables,,,refrigerated,6,0.0,0.0,0.0,medium,,,,,chilli,hard,green,5.0,40.0,C
fruits,,,room,4,0.0,0.0,0.0,small,,,,,kiwi,medium,green,3.0,60.0,B
vegetables,,,room,7,0.0,0.0,0.0,medium,,,,,broccoli,medium,green,49.0,30.0,C
milk,buffalo,morning,refrigerated,1,1.04,6.5,9.0,,,,,,,,,85.0,,C
eggs,,,room,13,0.0,0.0,0.0,medium,clean,,,,,,,9.0,,C
fruits,,,room,0,0.0,0.0,0.0,large,,,,,mango,hard,green,35.0,100.0,A
vegetables,,,refrigerated,0,0.0,0.0,0.0,small,,,,,pepper,medium,yellow,9.0,100.0,A
vegetables,,,refrigerated,1,0.0,0.0,0.0,small,,,,,cauliflower,soft,red,2.0,90.0,A
fruits,,,room,5,0.0,0.0,0.0,large,,,,,apple,medium,red,28.0,50.0,B
fruits,,,room,4,0.0,0.0,0.0,large,,,,,apple,soft,green,33.0,60.0,B
vegetables,,,refrigerated,3,0.0,0.0,0.0,small,,,,,tomato,medium,red,50.0,70.0,B
fruits,,,refrigerated,4,0.0,0.0,0.0,small,,,,,guava,soft,yellow,26.0,60.0,B
fruits,,,room,0,0.0,0.0,0.0,medium,,,,,kiwi,soft,green,27.0,100.0,A
vegetables,,,room,2,0.0,0.0,0.0,medium,,,,,beetroot,medium,green,18.0,80.0,A
eggs,,,room,3,0.0,0.0,0.0,medium,dirty,,,,,,,79.0,,C
vegetables,,,refrigerated,2,0.0,0.0,0.0,large,,,,,pepper,medium,green,36.0,80.0,A
fruits,,,room,3,0.0,0.0,0.0,medium,,,,,blueberry,medium,yellow,2.0,70.0,B
vegetables,,,refrigerated,7,0.0,0.0,0.0,medium,,,,,potato,medium,red,43.0,30.0,C
milk,goat,evening,refrigerated,4,1.032,4.5,8.0,,,,,,,,,40.0,,C
fruits,,,room,5,0.0,0.0,0.0,medium,,,,,banana,hard,green,25.0,50.0,B
milk,goat,morning,room,5,1.032,4.5,8.0,,,,,,,,,25.0,,C
eggs,,,room,13,0.0,0.0,0.0,small,clean,,,,,,,9.0,,C
eggs,,,room,4,0.0,0.0,0.0,large,clean,,,,,,,72.0,,C
fruits,,,refrigerated,1,0.0,0.0,0.0,medium,,,,,pear,medium,yellow,39.0,90.0,A
honey,,,room,346,0.0,0.0,0.0,,,dark,80,20,,,,65.4,,C
honey,,,refrigerated,154,0.0,0.0,0.0,,,dark,80,20,,,,84.6,,C
fruits,,,room,0,0.0,0.0,0.0,small,,,,,guava,hard,green,41.0,100.0,A
vegetables,,,room,2,0.0,0.0,0.0,small,,,,,cabbage,medium,green,8.0,80.0,A
vegetables,,,room,1,0.0,0.0,0.0,small,,,,,broccoli,soft,yellow,27.0,90.0,A
honey,,,room,307,0.0,0.0,0.0,,,dark,80,20,,,,69.3,,C
vegetables,,,room,4,0.0,0.0,0.0,small,,,,,zucchini,hard,yellow,24.0,60.0,B
vegetables,,,refrigerated,5,0.0,0.0,0.0,large,,,,,lettuce,soft,green,50.0,50.0,B
vegetables,,,refrigerated,1,0.0,0.0,0.0,small,,,,,tomato,medium,yellow,41.0,90.0,A
vegetables,,,room,1,0.0,0.0,0.0,large,,,,,pepper,soft,red,45.0,90.0,A
honey,,,refrigerated,41,0.0,0.0,0.0,,,dark,80,20,,,,95.9,,C
milk,cow,morning,room,7,1.03,3.5,8.5,,,,,,,,,0.0,,C
fruits,,,room,4,0.0,0.0,0.0,small,,,,,orange,soft,green,42.0,60.0,B
honey,,,room,119,0.0,0.0,0.0,,,dark,80,20,,,,88.1,,C
vegetables,,,refrigerated,7,0.0,0.0,0.0,medium,,,,,spinach,soft,red,32.0,30.0,C
eggs,,,refrigerated,5,0.0,0.0,0.0,medium,dirty,,,,,,,65.0,,C
fruits,,,refrigerated,6,0.0,0.0,0.0,small,,,,,pineapple,hard,green,37.0,40.0,C
fruits,,,room,1,0.0,0.0,0.0,medium,,,,,papaya,soft,red,13.0,90.0,A
vegetables,,,refrigerated,1,0.0,0.0,0.0,medium,,,,,cauliflower,hard,yellow,25.0,90.0,A
eggs,,,room,6,0.0,0.0,0.0,medium,clean,,,,,,,58.0,,C
honey,,,room,105,0.0,0.0,0.0,,,light,85,17,,,,89.5,,C
vegetables,,,room,1,0.0,0.0,0.0,medium,,,,,beetroot,soft,green,15.0,90.0,A
vegetables,,,refrigerated,2,0.0,0.0,0.0,large,,,,,carrot,medium,green,45.0,80.0,A
fruits,,,room,1,0.0,0.0,0.0,small,,,,,pineapple,hard,green,12.0,90.0,A
milk,buffalo,evening,room,6,1.04,6.5,9.0,,,,,,,,,10.0,,C
fruits,,,refrigerated,3,0.0,0.0,0.0,small,,,,,orange,hard,yellow,16.0,70.0,B
milk,goat,evening,room,5,1.032,4.5,8.0,,,,,,,,,25.0,,C
honey,,,refrigerated,95,0.0,0.0,0.0,,,dark,80,20,,,,90.5,,C
milk,buffalo,evening,room,1,1.04,6.5,9.0,,,,,,,,,85.0,,C
milk,goat,morning,refrigerated,5,1.032,4.5,8.0,,,,,,,,,25.0,,C
honey,,,refrigerated,91,0.0,0.0,0.0,,,light,85,17,,,,90.9,,C
fruits,,,room,2,0.0,0.0,0.0,small,,,,,pear,medium,yellow,15.0,80.0,A
milk,goat,evening,refrigerated,1,1.032,4.5,8.0,,,,,,,,,85.0,,C
fruits,,,room,1,0.0,0.0,0.0,small,,,,,kiwi,hard,green,24.0,90.0,A
milk,goat,morning,refrigerated,5,1.032,4.5,8.0,,,,,,,,,25.0,,C
honey,,,refrigerated,254,0.0,0.0,0.0,,,light,85,17,,,,74.6,,C
vegetables,,,refrigerated,1,0.0,0.0,0.0,small,,,,,cucumber,soft,yellow,24.0,90.0,A
eggs,,,refrigerated,10,0.0,0.0,0.0,large,clean,,,,,,,30.0,,C
eggs,,,refrigerated,6,0.0,0.0,0.0,small,dirty,,,,,,,58.0,,C
fruits,,,refrigerated,7,0.0,0.0,0.0,large,,,,,guava,medium,yellow,40.0,30.0,C
honey,,,room,275,0.0,0.0,0.0,,,light,85,17,,,,72.5,,C
eggs,,,refrigerated,1,0.0,0.0,0.0,medium,dirty,,,,,,,93.0,,C
honey,,,room,159,0.0,0.0,0.0,,,dark,80,20,,,,84.1,,C
milk,cow,morning,refrigerated,2,1.03,3.5,8.5,,,,,,,,,70.0,,C
honey,,,room,309,0.0,0.0,0.0,,,dark,80,20,,,,69.1,,C
eggs,,,room,9,0.0,0.0,0.0,large,clean,,,,,,,37.0,,C
fruits,,,refrigerated,7,0.0,0.0,0.0,medium,,,,,orange,soft,green,36.0,30.0,C
milk,buffalo,morning,refrigerated,3,1.04,6.5,9.0,,,,,,,,,55.0,,C
milk,goat,evening,room,5,1.032,4.5,8.0,,,,,,,,,25.0,,C
milk,cow,morning,refrigerated,2,1.03,3.5,8.5,,,,,,,,,70.0,,C
honey,,,room,10,0.0,0.0,0.0,,,light,85,17,,,,99.0,,C
vegetables,,,refrigerated,7,0.0,0.0,0.0,medium,,,,,spinach,medium,green,21.0,30.0,C
honey,,,refrigerated,127,0.0,0.0,0.0,,,light,85,17,,,,87.3,,C
milk,buffalo,morning,refrigerated,6,1.04,6.5,9.0,,,,,,,,,10.0,,C
honey,,,room,13,0.0,0.0,0.0,,,dark,80,20,,,,98.7,,C
fruits,,,room,3,0.0,0.0,0.0,medium,,,,,pear,hard,yellow,10.0,70.0,B
fruits,,,refrigerated,7,0.0,0.0,0.0,small,,,,,mango,soft,red,40.0,30.0,C
milk,buffalo,evening,refrigerated,3,1.04,6.5,9.0,,,,,,,,,55.0,,C
eggs,,,refrigerated,4,0.0,0.0,0.0,large,clean,,,,,,,72.0,,C
eggs,,,refrigerated,8,0.0,0.0,0.0,large,clean,,,,,,,44.0,,C
honey,,,room,249,0.0,0.0,0.0,,,dark,80,20,,,,75.1,,C
fruits,,,room,3,0.0,0.0,0.0,small,,,,,strawberry,soft,red,18.0,70.0,B
honey,,,refrigerated,163,0.0,0.0,0.0,,,dark,80,20,,,,83.7,,C
eggs,,,room,1,0.0,0.0,0.0,large,clean,,,,,,,93.0,,C
eggs,,,room,4,0.0,0.0,0.0,medium,dirty,,,,,,,72.0,,C
honey,,,room,288,0.0,0.0,0.0,,,light,85,17,,,,71.2,,C
honey,,,refrigerated,209,0.0,0.0,0.0,,,dark,80,20,,,,79.1,,C
fruits,,,room,2,0.0,0.0,0.0,small,,,,,grapes,medium,yellow,11.0,80.0,A
milk,cow,evening,room,3,1.03,3.5,8.5,,,,,,,,,55.0,,C
fruits,,,refrigerated,1,0.0,0.0,0.0,small,,,,,kiwi,medium,red,27.0,90.0,A
milk,cow,morning,refrigerated,6,1.03,3.5,8.5,,,,,,,,,10.0,,C
milk,cow,morning,room,3,1.03,3.5,8.5,,,,,,,,,55.0,,C
milk,buffalo,morning,refrigerated,2,1.04,6.5,9.0,,,,,,,,,70.0,,C
eggs,,,room,14,0.0,0.0,0.0,small,clean,,,,,,,2.0,,C
milk,buffalo,evening,refrigerated,2,1.04,6.5,9.0,,,,,,,,,70.0,,C
honey,,,refrigerated,27,0.0,0.0,0.0,,,dark,80,20,,,,97.3,,C
vegetables,,,room,1,0.0,0.0,0.0,small,,,,,zucchini,hard,green,18.0,90.0,A
vegetables,,,refrigerated,5,0.0,0.0,0.0,medium,,,,,cabbage,medium,red,3.0,50.0,B
eggs,,,refrigerated,6,0.0,0.0,0.0,large,clean,,,,,,,58.0,,C
fruits,,,refrigerated,6,0.0,0.0,0.0,large,,,,,pear,soft,green,35.0,40.0,C
honey,,,refrigerated,143,0.0,0.0,0.0,,,light,85,17,,,,85.7,,C
milk,cow,evening,room,0,1.03,3.5,8.5,,,,,,,,,100.0,,C
honey,,,room,224,0.0,0.0,0.0,,,light,85,17,,,,77.6,,C
vegetables,,,refrigerated,1,0.0,0.0,0.0,medium,,,,,pepper,hard,green,50.0,90.0,A
vegetables,,,room,4,0.0,0.0,0.0,large,,,,,broccoli,hard,yellow,16.0,60.0,B
eggs,,,room,9,0.0,0.0,0.0,medium,dirty,,,,,,,37.0,,C
eggs,,,refrigerated,8,0.0,0.0,0.0,small,clean,,,,,,,44.0,,C
milk,buffalo,morning,refrigerated,6,1.04,6.5,9.0,,,,,,,,,10.0,,C
honey,,,room,134,0.0,0.0,0.0,,,light,85,17,,,,86.6,,C
milk,goat,evening,refrigerated,4,1.032,4.5,8.0,,,,,,,,,40.0,,C
vegetables,,,room,1,0.0,0.0,0.0,large,,,,,radish,medium,red,29.0,90.0,A
eggs,,,room,11,0.0,0.0,0.0,large,clean,,,,,,,23.0,,C
milk,goat,morning,refrigerated,1,1.032,4.5,8.0,,,,,,,,,85.0,,C
eggs,,,room,13,0.0,0.0,0.0,small,dirty,,,,,,,9.0,,C
honey,,,room,4,0.0,0.0,0.0,,,light,85,17,,,,99.6,,C
honey,,,room,293,0.0,0.0,0.0,,,dark,80,20,,,,70.7,,C
milk,cow,evening,refrigerated,3,1.03,3.5,8.5,,,,,,,,,55.0,,C
honey,,,refrigerated,160,0.0,0.0,0.0,,,light,85,17,,,,84.0,,C
fruits,,,room,0,0.0,0.0,0.0,large,,,,,strawberry,hard,red,30.0,100.0,A
vegetables,,,room,2,0.0,0.0,0.0,large,,,,,pepper,medium,red,30.0,80.0,A
honey,,,refrigerated,101,0.0,0.0,0.0,,,dark,80,20,,,,89.9,,C
vegetables,,,room,1,0.0,0.0,0.0,medium,,,,,tomato,medium,red,38.0,90.0,A
vegetables,,,room,4,0.0,0.0,0.0,small,,,,,cauliflower,hard,yellow,37.0,60.0,B
eggs,,,room,13,0.0,0.0,0.0,medium,clean,,,,,,,9.0,,C
milk,buffalo,evening,refrigerated,1,1.04,6.5,9.0,,,,,,,,,85.0,,C
vegetables,,,room,3,0.0,0.0,0.0,medium,,,,,tomato,medium,yellow,15.0,70.0,B
vegetables,,,refrigerated,0,0.0,0.0,0.0,medium,,,,,onion,hard,red,39.0,100.0,A
eggs,,,refrigerated,7,0.0,0.0,0.0,small,clean,,,,,,,51.0,,C
vegetables,,,room,5,0.0,0.0,0.0,small,,,,,carrot,hard,red,3.0,50.0,B
fruits,,,refrigerated,2,0.0,0.0,0.0,small,,,,,guava,medium,green,43.0,80.0,A
fruits,,,refrigerated,4,0.0,0.0,0.0,large,,,,,watermelon,medium,yellow,17.0,60.0,B
milk,buffalo,evening,room,0,1.04,6.5,9.0,,,,,,,,,100.0,,C
eggs,,,refrigerated,8,0.0,0.0,0.0,large,dirty,,,,,,,44.0,,C
vegetables,,,room,4,0.0,0.0,0.0,small,,,,,spinach,hard,yellow,24.0,60.0,B
milk,cow,evening,refrigerated,0,1.03,3.5,8.5,,,,,,,,,100.0,,C
milk,cow,morning,room,0,1.03,3.5,8.5,,,,,,,,,100.0,,C
honey,,,refrigerated,334,0.0,0.0,0.0,,,light,85,17,,,,66.6,,C
fruits,,,room,1,0.0,0.0,0.0,large,,,,,blueberry,soft,red,35.0,90.0,A
vegetables,,,room,7,0.0,0.0,0.0,medium,,,,,tomato,soft,green,30.0,30.0,C
fruits,,,refrigerated,6,0.0,0.0,0.0,small,,,,,banana,hard,red,33.0,40.0,C
milk,buffalo,morning,refrigerated,1,1.04,6.5,9.0,,,,,,,,,85.0,,C
eggs,,,refrigerated,14,0.0,0.0,0.0,medium,clean,,,,,,,2.0,,C
fruits,,,room,5,0.0,0.0,0.0,small,,,,,guava,medium,yellow,24.0,50.0,B
eggs,,,refrigerated,13,0.0,0.0,0.0,medium,clean,,,,,,,9.0,,C
honey,,,refrigerated,109,0.0,0.0,0.0,,,dark,80,20,,,,89.1,,C
vegetables,,,refrigerated,6,0.0,0.0,0.0,large,,,,,broccoli,soft,green,16.0,40.0,C
eggs,,,room,5,0.0,0.0,0.0,medium,dirty,,,,,,,65.0,,C
vegetables,,,room,5,0.0,0.0,0.0,medium,,,,,lettuce,hard,red,17.0,50.0,B
milk,cow,evening,room,0,1.03,3.5,8.5,,,,,,,,,100.0,,C
milk,goat,evening,room,5,1.032,4.5,8.0,,,,,,,,,25.0,,C
eggs,,,refrigerated,2,0.0,0.0,0.0,medium,dirty,,,,,,,86.0,,C
